country,country_code,year_week,age_group,new_cases,population,rate_14_day_per_100k,source
Denmark,DK,2020-09,25-49yr,2,1838698,,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-10,25-49yr,40,1838698,,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-11,25-49yr,445,1838698,26.4,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-12,25-49yr,175,1838698,33.7,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-13,25-49yr,318,1838698,26.8,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-14,25-49yr,885,1838698,65.4,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-15,25-49yr,680,1838698,85.1,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-16,25-49yr,482,1838698,63.2,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-17,25-49yr,540,1838698,55.6,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-18,25-49yr,392,1838698,50.7,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-19,25-49yr,262,1838698,35.6,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-20,25-49yr,192,1838698,24.7,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-21,25-49yr,176,1838698,20,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-22,25-49yr,117,1838698,15.9,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-23,25-49yr,99,1838698,11.7,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-24,25-49yr,100,1838698,10.8,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-25,25-49yr,132,1838698,12.6,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-26,25-49yr,68,1838698,10.9,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-27,25-49yr,49,1838698,6.4,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-28,25-49yr,63,1838698,6.1,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-29,25-49yr,104,1838698,9.1,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-30,25-49yr,90,1838698,10.6,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-31,25-49yr,253,1838698,18.7,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-32,25-49yr,348,1838698,32.7,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-33,25-49yr,339,1838698,37.4,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-34,25-49yr,203,1838698,29.5,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-35,25-49yr,249,1838698,24.6,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-36,25-49yr,531,1838698,42.4,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-37,25-49yr,825,1838698,73.7,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-38,25-49yr,1274,1838698,114.2,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-39,25-49yr,1255,1838698,137.5,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-40,25-49yr,1033,1838698,124.4,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-41,25-49yr,971,1838698,109,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-42,25-49yr,1166,1838698,116.2,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-43,25-49yr,2260,1838698,186.3,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-44,25-49yr,2952,1838698,283.5,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-45,25-49yr,2760,1838698,310.7,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-46,25-49yr,2827,1838698,303.9,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-47,25-49yr,2618,1838698,296.1,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-48,25-49yr,3214,1838698,317.2,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-49,25-49yr,4670,1838698,428.8,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-50,25-49yr,8409,1838698,711.3,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-51,25-49yr,8910,1838698,941.9,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-52,25-49yr,6229,1838698,823.4,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-53,25-49yr,5264,1838698,625.1,"TESSy COVID-19, national weekly data"
Denmark,DK,2021-01,25-49yr,3937,1838698,500.4,"TESSy COVID-19, national weekly data"
Denmark,DK,2021-02,25-49yr,2514,1838698,350.8,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-09,50-64yr,1,1140445,,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-10,50-64yr,22,1140445,,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-11,50-64yr,198,1140445,19.3,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-12,50-64yr,127,1140445,28.5,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-13,50-64yr,333,1140445,40.3,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-14,50-64yr,649,1140445,86.1,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-15,50-64yr,455,1140445,96.8,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-16,50-64yr,303,1140445,66.5,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-17,50-64yr,278,1140445,50.9,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-18,50-64yr,224,1140445,44,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-19,50-64yr,160,1140445,33.7,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-20,50-64yr,98,1140445,22.6,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-21,50-64yr,80,1140445,15.6,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-22,50-64yr,61,1140445,12.4,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-23,50-64yr,52,1140445,9.9,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-24,50-64yr,52,1140445,9.1,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-25,50-64yr,72,1140445,10.9,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-26,50-64yr,29,1140445,8.9,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-27,50-64yr,25,1140445,4.7,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-28,50-64yr,36,1140445,5.3,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-29,50-64yr,47,1140445,7.3,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-30,50-64yr,60,1140445,9.4,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-31,50-64yr,86,1140445,12.8,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-32,50-64yr,182,1140445,23.5,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-33,50-64yr,139,1140445,28.1,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-34,50-64yr,83,1140445,19.5,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-35,50-64yr,95,1140445,15.6,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-36,50-64yr,187,1140445,24.7,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-37,50-64yr,452,1140445,56,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-38,50-64yr,578,1140445,90.3,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-39,50-64yr,637,1140445,106.5,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-40,50-64yr,503,1140445,100,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-41,50-64yr,515,1140445,89.3,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-42,50-64yr,628,1140445,100.2,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-43,50-64yr,1059,1140445,147.9,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-44,50-64yr,1291,1140445,206.1,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-45,50-64yr,1397,1140445,235.7,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-46,50-64yr,1444,1140445,249.1,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-47,50-64yr,1343,1140445,244.4,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-48,50-64yr,1594,1140445,257.5,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-49,50-64yr,2241,1140445,336.3,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-50,50-64yr,3923,1140445,540.5,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-51,50-64yr,4558,1140445,743.7,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-52,50-64yr,3321,1140445,690.9,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-53,50-64yr,2955,1140445,550.3,"TESSy COVID-19, national weekly data"
Denmark,DK,2021-01,50-64yr,2356,1140445,465.7,"TESSy COVID-19, national weekly data"
Denmark,DK,2021-02,50-64yr,1528,1140445,340.6,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-09,65-79yr,0,872317,,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-10,65-79yr,4,872317,,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-11,65-79yr,50,872317,6.2,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-12,65-79yr,154,872317,23.4,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-13,65-79yr,307,872317,52.8,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-14,65-79yr,280,872317,67.3,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-15,65-79yr,188,872317,53.7,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-16,65-79yr,119,872317,35.2,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-17,65-79yr,152,872317,31.1,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-18,65-79yr,87,872317,27.4,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-19,65-79yr,62,872317,17.1,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-20,65-79yr,39,872317,11.6,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-21,65-79yr,32,872317,8.1,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-22,65-79yr,41,872317,8.4,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-23,65-79yr,29,872317,8,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-24,65-79yr,34,872317,7.2,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-25,65-79yr,30,872317,7.3,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-26,65-79yr,37,872317,7.7,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-27,65-79yr,13,872317,5.7,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-28,65-79yr,11,872317,2.8,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-29,65-79yr,22,872317,3.8,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-30,65-79yr,22,872317,5,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-31,65-79yr,30,872317,6,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-32,65-79yr,50,872317,9.2,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-33,65-79yr,37,872317,10,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-34,65-79yr,24,872317,7,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-35,65-79yr,39,872317,7.2,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-36,65-79yr,76,872317,13.2,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-37,65-79yr,184,872317,29.8,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-38,65-79yr,226,872317,47,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-39,65-79yr,229,872317,52.2,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-40,65-79yr,203,872317,49.5,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-41,65-79yr,213,872317,47.7,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-42,65-79yr,292,872317,57.9,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-43,65-79yr,395,872317,78.8,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-44,65-79yr,489,872317,101.3,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-45,65-79yr,497,872317,113,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-46,65-79yr,495,872317,113.7,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-47,65-79yr,481,872317,111.9,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-48,65-79yr,601,872317,124,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-49,65-79yr,765,872317,156.6,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-50,65-79yr,1354,872317,242.9,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-51,65-79yr,1993,872317,383.7,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-52,65-79yr,1464,872317,396.3,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-53,65-79yr,1523,872317,342.4,"TESSy COVID-19, national weekly data"
Denmark,DK,2021-01,65-79yr,1043,872317,294.2,"TESSy COVID-19, national weekly data"
Denmark,DK,2021-02,65-79yr,647,872317,193.7,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-09,80+yr,0,263746,,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-10,80+yr,4,263746,,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-11,80+yr,23,263746,10.2,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-12,80+yr,89,263746,42.5,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-13,80+yr,142,263746,87.6,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-14,80+yr,210,263746,133.5,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-15,80+yr,129,263746,128.5,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-16,80+yr,127,263746,97.1,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-17,80+yr,138,263746,100.5,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-18,80+yr,78,263746,81.9,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-19,80+yr,39,263746,44.4,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-20,80+yr,24,263746,23.9,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-21,80+yr,19,263746,16.3,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-22,80+yr,23,263746,15.9,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-23,80+yr,11,263746,12.9,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-24,80+yr,17,263746,10.6,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-25,80+yr,9,263746,9.9,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-26,80+yr,15,263746,9.1,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-27,80+yr,5,263746,7.6,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-28,80+yr,2,263746,2.7,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-29,80+yr,11,263746,4.9,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-30,80+yr,4,263746,5.7,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-31,80+yr,7,263746,4.2,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-32,80+yr,7,263746,5.3,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-33,80+yr,7,263746,5.3,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-34,80+yr,8,263746,5.7,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-35,80+yr,8,263746,6.1,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-36,80+yr,15,263746,8.7,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-37,80+yr,43,263746,22,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-38,80+yr,71,263746,43.2,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-39,80+yr,74,263746,55,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-40,80+yr,43,263746,44.4,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-41,80+yr,70,263746,42.8,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-42,80+yr,77,263746,55.7,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-43,80+yr,92,263746,64.1,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-44,80+yr,116,263746,78.9,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-45,80+yr,115,263746,87.6,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-46,80+yr,141,263746,97.1,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-47,80+yr,178,263746,120.9,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-48,80+yr,207,263746,146,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-49,80+yr,248,263746,172.5,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-50,80+yr,459,263746,268.1,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-51,80+yr,657,263746,423.1,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-52,80+yr,687,263746,509.6,"TESSy COVID-19, national weekly data"
Denmark,DK,2020-53,80+yr,842,263746,579.7,"TESSy COVID-19, national weekly data"
Denmark,DK,2021-01,80+yr,685,263746,579,"TESSy COVID-19, national weekly data"
Denmark,DK,2021-02,80+yr,522,263746,457.6,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-09,<15yr,0,217423,,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-10,<15yr,0,217423,,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-11,<15yr,0,217423,0,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-12,<15yr,5,217423,2.3,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-13,<15yr,0,217423,2.3,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-14,<15yr,0,217423,0,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-15,<15yr,0,217423,0,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-16,<15yr,7,217423,3.2,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-17,<15yr,0,217423,3.2,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-18,<15yr,0,217423,0,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-19,<15yr,0,217423,0,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-20,<15yr,0,217423,0,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-21,<15yr,0,217423,0,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-22,<15yr,0,217423,0,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-23,<15yr,6,217423,2.8,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-24,<15yr,4,217423,4.6,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-25,<15yr,0,217423,1.8,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-26,<15yr,0,217423,0,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-27,<15yr,0,217423,0,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-28,<15yr,2,217423,0.9,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-29,<15yr,0,217423,0.9,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-30,<15yr,0,217423,0,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-31,<15yr,0,217423,0,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-32,<15yr,0,217423,0,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-33,<15yr,0,217423,0,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-34,<15yr,4,217423,1.8,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-35,<15yr,0,217423,1.8,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-36,<15yr,3,217423,1.4,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-37,<15yr,0,217423,1.4,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-38,<15yr,28,217423,12.9,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-39,<15yr,0,217423,12.9,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-40,<15yr,24,217423,11,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-41,<15yr,22,217423,21.2,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-42,<15yr,22,217423,20.2,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-43,<15yr,9,217423,14.3,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-44,<15yr,31,217423,18.4,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-45,<15yr,78,217423,50.1,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-46,<15yr,151,217423,105.3,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-47,<15yr,172,217423,148.6,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-48,<15yr,192,217423,167.4,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-49,<15yr,270,217423,212.5,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-50,<15yr,280,217423,253,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-51,<15yr,239,217423,238.7,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-52,<15yr,207,217423,205.1,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-53,<15yr,165,217423,171.1,"TESSy COVID-19, national weekly data"
Estonia,EE,2021-01,<15yr,158,217423,148.6,"TESSy COVID-19, national weekly data"
Estonia,EE,2021-02,<15yr,230,217423,178.5,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-09,15-24yr,0,125919,,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-10,15-24yr,0,125919,,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-11,15-24yr,14,125919,11.1,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-12,15-24yr,10,125919,19.1,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-13,15-24yr,11,125919,16.7,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-14,15-24yr,20,125919,24.6,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-15,15-24yr,12,125919,25.4,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-16,15-24yr,33,125919,35.7,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-17,15-24yr,14,125919,37.3,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-18,15-24yr,9,125919,18.3,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-19,15-24yr,4,125919,10.3,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-20,15-24yr,6,125919,7.9,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-21,15-24yr,5,125919,8.7,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-22,15-24yr,7,125919,9.5,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-23,15-24yr,8,125919,11.9,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-24,15-24yr,4,125919,9.5,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-25,15-24yr,0,125919,3.2,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-26,15-24yr,0,125919,0,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-27,15-24yr,1,125919,0.8,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-28,15-24yr,1,125919,1.6,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-29,15-24yr,1,125919,1.6,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-30,15-24yr,4,125919,4,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-31,15-24yr,18,125919,17.5,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-32,15-24yr,27,125919,35.7,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-33,15-24yr,10,125919,29.4,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-34,15-24yr,13,125919,18.3,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-35,15-24yr,7,125919,15.9,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-36,15-24yr,31,125919,30.2,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-37,15-24yr,19,125919,39.7,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-38,15-24yr,26,125919,35.7,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-39,15-24yr,56,125919,65.1,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-40,15-24yr,31,125919,69.1,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-41,15-24yr,23,125919,42.9,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-42,15-24yr,14,125919,29.4,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-43,15-24yr,51,125919,51.6,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-44,15-24yr,62,125919,89.7,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-45,15-24yr,194,125919,203.3,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-46,15-24yr,311,125919,401.1,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-47,15-24yr,358,125919,531.3,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-48,15-24yr,310,125919,530.5,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-49,15-24yr,343,125919,518.6,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-50,15-24yr,341,125919,543.2,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-51,15-24yr,396,125919,585.3,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-52,15-24yr,363,125919,602.8,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-53,15-24yr,365,125919,578.1,"TESSy COVID-19, national weekly data"
Estonia,EE,2021-01,15-24yr,503,125919,689.3,"TESSy COVID-19, national weekly data"
Estonia,EE,2021-02,15-24yr,432,125919,742.5,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-09,25-49yr,1,462700,,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-10,25-49yr,7,462700,,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-11,25-49yr,126,462700,28.7,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-12,25-49yr,58,462700,39.8,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-13,25-49yr,104,462700,35,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-14,25-49yr,112,462700,46.7,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-15,25-49yr,78,462700,41.1,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-16,25-49yr,63,462700,30.5,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-17,25-49yr,35,462700,21.2,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-18,25-49yr,14,462700,10.6,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-19,25-49yr,11,462700,5.4,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-20,25-49yr,13,462700,5.2,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-21,25-49yr,13,462700,5.6,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-22,25-49yr,17,462700,6.5,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-23,25-49yr,18,462700,7.6,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-24,25-49yr,11,462700,6.3,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-25,25-49yr,3,462700,3,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-26,25-49yr,3,462700,1.3,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-27,25-49yr,1,462700,0.9,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-28,25-49yr,13,462700,3,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-29,25-49yr,2,462700,3.2,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-30,25-49yr,7,462700,1.9,"TESSy COVID-19, national weekly data"
Estonia,EE,2020-31,25-49yr,16,462700,5,"TESSy COVID-19, national weekly data"
